id_cliente,cancelacion,genero,adulto_mayor,pareja,dependientes,meses_antiguedad,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,factura_digital,metodo_pago,cargos_mensuales,cargos_totales,cancelacion_binaria,cargos_diarios,total_servicios,etiqueta_adulto_mayor
5781-RFZRP,No,Masculino,0,Si,No,71,Si,Si,DSL,Si,Si,No,Si,Si,No,Dos anos,No,Tarjeta de credito automatica,73.5,5357.75,0,2.45,7,No
5787-KXGIY,No,Masculino,0,Si,No,72,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,19.3,1304.8,0,0.6433333333333333,1,No
5788-YPOEG,No,Femenino,0,Si,Si,34,Si,No,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Cheque enviado por correo,84.75,2839.45,0,2.825,8,No
5789-LDFXO,No,Masculino,0,No,No,24,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque electronico,24.6,592.65,0,0.8200000000000001,2,No
5791-KAJFD,No,Femenino,0,Si,Si,56,Si,Si,DSL,Si,No,Si,No,No,Si,Un ano,Si,Transferencia bancaria automatica,68.75,3808.0,0,2.2916666666666665,6,No
5792-JALQC,No,Femenino,1,No,No,52,Si,Si,DSL,Si,No,Si,No,No,No,Dos anos,No,Transferencia bancaria automatica,59.85,3103.25,0,1.995,5,Si
5793-YOLJN,No,Femenino,0,Si,Si,55,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,21.0,1210.3,0,0.7,1,No
5795-BKOYE,No,Femenino,0,Si,Si,69,Si,No,DSL,No,Si,Si,Si,No,No,Un ano,No,Transferencia bancaria automatica,59.1,4134.7,0,1.97,5,No
5795-KTGUD,No,Femenino,0,Si,No,68,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos anos,Si,Transferencia bancaria automatica,110.8,7553.6,0,3.6933333333333334,8,No
5797-APWZC,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electronico,90.6,90.6,1,3.02,4,No
5799-JRCZO,No,Femenino,0,No,Si,63,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,19.5,1215.1,0,0.65,1,No
5802-ADBRC,No,Femenino,0,Si,No,50,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Un ano,Si,Cheque enviado por correo,104.4,5232.9,0,3.48,7,No
5803-NQJZO,No,Masculino,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos anos,Si,Transferencia bancaria automatica,67.8,4804.65,0,2.26,7,No
5804-HYIEZ,No,Masculino,0,Si,Si,70,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,106.05,7554.05,0,3.5349999999999997,7,No
5804-JMYIO,No,Femenino,0,Si,Si,39,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,19.75,757.95,0,0.6583333333333333,1,No
5804-LEPIM,Si,Femenino,1,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,70.35,139.05,1,2.3449999999999998,2,Si
5808-TOTXO,No,Femenino,0,No,Si,3,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,Si,Tarjeta de credito automatica,20.55,57.4,0,0.685,1,No
5811-IWXYM,No,Femenino,0,Si,Si,52,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un ano,No,Transferencia bancaria automatica,101.25,5301.1,0,3.375,6,No
5813-UECBU,Si,Masculino,1,No,No,33,Si,Si,Fibra optica,No,Si,Si,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,83.85,2716.3,1,2.795,5,Si
5815-HGGHV,No,Masculino,0,Si,No,20,Si,No,DSL,Si,No,No,Si,No,Si,Un ano,Si,Cheque enviado por correo,64.15,1274.45,0,2.1383333333333336,5,No
5816-JMLGY,No,Femenino,0,Si,Si,70,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,80.4,5717.85,0,2.68,7,No
5816-QVHRX,No,Femenino,0,No,No,37,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,No,Tarjeta de credito automatica,100.3,3541.4,0,3.3433333333333333,6,No
5816-SCGFC,No,Femenino,1,No,No,7,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,51.3,419.35,0,1.71,3,Si
5820-PTRYM,No,Femenino,1,Si,No,56,Si,Si,DSL,Si,Si,Si,Si,No,No,Un ano,Si,Tarjeta de credito automatica,68.45,4014.0,0,2.2816666666666667,7,Si
5821-MMEIL,No,Femenino,0,Si,No,57,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,19.9,1115.6,0,0.6633333333333333,1,No
5825-XJOCM,No,Masculino,0,No,Si,48,Si,Si,DSL,Si,Si,Si,No,No,No,Un ano,Si,Transferencia bancaria automatica,64.4,3035.35,0,2.146666666666667,6,No
5827-MWCZK,No,Masculino,0,Si,Si,56,Si,Si,Fibra optica,No,Si,No,Si,Si,No,Mes a mes,Si,Tarjeta de credito automatica,96.95,5432.2,0,3.231666666666667,6,No
5828-AVIPD,Si,Masculino,0,Si,Si,19,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Un ano,Si,Cheque electronico,100.95,1875.55,1,3.365,6,No
5828-DWPIL,No,Masculino,1,Si,No,62,Si,Si,Fibra optica,Si,Si,Si,No,No,No,Mes a mes,Si,Cheque electronico,89.1,5618.3,0,2.9699999999999998,6,Si
5829-NVSQN,No,Femenino,0,Si,No,23,Si,No,DSL,Si,No,Si,Si,No,Si,Un ano,Si,Transferencia bancaria automatica,68.75,1689.45,0,2.2916666666666665,6,No
5832-EXGTT,No,Masculino,0,Si,Si,29,Si,No,DSL,Si,No,No,No,No,Si,Mes a mes,Si,Cheque enviado por correo,60.2,1834.15,0,2.006666666666667,4,No
5832-TRLPB,No,Masculino,0,No,No,29,Si,No,DSL,No,No,Si,Si,Si,Si,Un ano,Si,Transferencia bancaria automatica,75.35,2243.9,0,2.5116666666666663,6,No
5832-XKAES,Si,Masculino,0,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,69.8,134.7,1,2.3266666666666667,2,No
5834-ASPWA,Si,Masculino,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,75.45,75.45,1,2.515,3,No
5835-BEQEU,Si,Masculino,0,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,76.95,228.4,1,2.565,3,No
5837-LXSDN,No,Femenino,0,Si,Si,21,Si,No,DSL,No,Si,No,No,Si,No,Un ano,Si,Tarjeta de credito automatica,58.85,1215.45,0,1.9616666666666667,4,No
5839-SUYVZ,No,Masculino,0,No,No,16,Si,No,Fibra optica,No,No,No,Si,No,No,Mes a mes,Si,Tarjeta de credito automatica,74.55,1170.5,0,2.485,3,No
5840-NVDCG,No,Femenino,0,Si,Si,16,Si,No,DSL,Si,Si,No,Si,No,Si,Dos anos,No,Transferencia bancaria automatica,68.25,1114.85,0,2.275,6,No
5842-POCOP,Si,Femenino,0,Si,No,5,Si,No,Fibra optica,Si,No,Si,No,No,Si,Mes a mes,Si,Cheque enviado por correo,88.9,454.15,1,2.9633333333333334,5,No
5843-TTHGI,No,Femenino,0,No,No,18,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque enviado por correo,50.0,892.7,0,1.6666666666666667,3,No
5844-QVTAT,No,Femenino,0,Si,Si,33,Si,No,DSL,Si,Si,Si,No,No,No,Un ano,Si,Cheque enviado por correo,58.45,1955.4,0,1.9483333333333335,5,No
5845-BZZIB,No,Masculino,0,Si,Si,35,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,20.1,655.3,0,0.67,1,No
5846-ABOBJ,No,Masculino,0,Si,No,71,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,24.45,1730.65,0,0.815,2,No
5846-NEQVZ,No,Masculino,0,Si,Si,71,Si,No,DSL,Si,No,Si,Si,No,Si,Dos anos,Si,Tarjeta de credito automatica,70.85,4973.4,0,2.3616666666666664,6,No
5846-QFDFI,No,Femenino,0,Si,Si,33,Si,Si,Fibra optica,No,Si,Si,Si,No,No,Mes a mes,No,Tarjeta de credito automatica,88.6,2888.7,0,2.953333333333333,6,No
5847-MXBEO,No,Masculino,0,No,No,22,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,20.3,475.1,0,0.6766666666666666,1,No
5848-FHRFC,No,Femenino,0,No,No,68,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,20.05,1386.9,0,0.6683333333333333,1,No
5849-ASHZJ,No,Masculino,0,No,Si,27,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Tarjeta de credito automatica,20.05,552.9,0,0.6683333333333333,1,No
5850-BDWCY,No,Femenino,0,No,No,6,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,20.2,123.65,0,0.6733333333333333,1,No
5854-KSRBJ,No,Masculino,0,Si,Si,70,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,25.4,1782.05,0,0.8466666666666666,2,No
5855-EIBDE,No,Femenino,0,Si,No,49,Si,Si,Fibra optica,Si,Si,Si,Si,No,Si,Dos anos,No,Tarjeta de credito automatica,106.65,5174.35,0,3.555,8,No
5857-TYBCJ,No,Masculino,1,Si,No,44,Si,Si,Fibra optica,No,No,Si,No,Si,No,Mes a mes,Si,Cheque electronico,89.2,4040.2,0,2.9733333333333336,5,Si
5857-XRECV,No,Femenino,0,No,Si,2,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Transferencia bancaria automatica,20.5,38.25,0,0.6833333333333333,1,No
5858-EAFCZ,No,Masculino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Cheque enviado por correo,44.45,44.45,0,1.4816666666666667,2,No
5859-HZYLF,No,Masculino,0,Si,Si,26,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Tarjeta de credito automatica,19.15,515.75,0,0.6383333333333333,1,No
5862-BRIXZ,No,Masculino,0,No,No,46,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,60.75,2893.4,0,2.025,6,No
5863-OOKCL,No,Femenino,0,No,No,10,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,18.85,163.2,0,0.6283333333333334,1,No
5868-CZJDR,Si,Masculino,0,No,Si,1,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,31.35,31.35,1,1.0450000000000002,2,No
5868-YTYKS,No,Masculino,0,No,Si,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque enviado por correo,20.25,20.25,0,0.675,1,No
5868-YWPDW,Si,Masculino,1,Si,No,6,Si,No,Fibra optica,No,Si,No,No,No,Si,Mes a mes,Si,Cheque electronico,84.2,519.15,1,2.8066666666666666,4,Si
5871-DGTXZ,No,Masculino,0,No,No,32,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,19.8,607.7,0,0.66,1,No
5872-OEQNH,No,Femenino,0,No,No,60,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,Si,Un ano,Si,Cheque electronico,44.45,2773.9,0,1.4816666666666667,4,No
5875-YPQFJ,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,69.9,69.9,1,2.33,2,No
5876-HZVZM,Si,Femenino,0,Si,Si,6,Si,No,DSL,Si,Si,No,No,No,No,Mes a mes,No,Tarjeta de credito automatica,55.9,365.35,1,1.8633333333333333,4,No
5876-QMYLD,No,Femenino,0,Si,Si,23,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,20.05,415.1,0,0.6683333333333333,1,No
5879-HMFFH,No,Femenino,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,88.05,6520.8,0,2.935,9,No
5879-SESNB,No,Femenino,0,No,No,11,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,75.25,888.65,0,2.5083333333333333,3,No
5882-CMAZQ,No,Femenino,0,Si,Si,5,No,Sin servicio telefonico,DSL,No,Si,No,Si,No,No,Mes a mes,No,Cheque electronico,34.25,163.55,0,1.1416666666666666,3,No
5883-GTGVD,Si,Masculino,0,No,No,19,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,99.95,1931.75,1,3.3316666666666666,6,No
5884-FBCTL,No,Femenino,0,Si,Si,72,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,25.1,1857.85,0,0.8366666666666667,2,No
5884-GCYMI,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque enviado por correo,69.4,69.4,1,2.3133333333333335,2,No
5886-VLQVU,No,Masculino,0,Si,No,35,Si,Si,Fibra optica,No,No,No,Si,No,Si,Mes a mes,Si,Transferencia bancaria automatica,89.85,3161.2,0,2.9949999999999997,5,No
5887-IKKYO,No,Masculino,0,Si,Si,58,Si,Si,Fibra optica,No,No,Si,Si,No,Si,Dos anos,No,Transferencia bancaria automatica,94.35,5563.65,0,3.145,6,No
5889-JTMUL,Si,Femenino,1,Si,No,50,Si,Si,Fibra optica,No,Si,Si,No,Si,No,Mes a mes,Si,Cheque electronico,95.05,4888.7,1,3.1683333333333334,6,Si
5889-LFOLL,Si,Femenino,0,No,No,13,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,84.6,1115.2,1,2.82,4,No
5893-KCLGT,No,Femenino,0,No,Si,72,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Cheque enviado por correo,19.75,1567.0,0,0.6583333333333333,1,No
5893-PYOLZ,No,Masculino,0,No,No,56,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,81.8,4534.45,0,2.7266666666666666,7,No
5895-QSXOD,No,Masculino,0,No,No,9,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque enviado por correo,70.05,657.5,0,2.335,2,No
5896-NPFWW,Si,Masculino,0,Si,Si,3,Si,No,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque electronico,50.15,168.15,1,1.6716666666666666,3,No
5897-ZYEKH,No,Femenino,1,Si,No,67,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Un ano,Si,Cheque electronico,105.6,7112.15,0,3.52,7,Si
5898-IGSLP,No,Masculino,0,Si,Si,31,Si,Si,Fibra optica,Si,No,Si,Si,No,No,Mes a mes,No,Cheque electronico,89.3,2823.0,0,2.9766666666666666,6,No
5899-MQZZL,Si,Femenino,0,No,No,13,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,75.0,999.45,1,2.5,3,No
5899-OUVKV,No,Masculino,0,No,No,31,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,94.5,2979.2,0,3.15,5,No
5902-WBLSE,No,Femenino,0,Si,Si,70,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Tarjeta de credito automatica,20.15,1411.2,0,0.6716666666666666,1,No
5906-BFOZT,No,Masculino,0,No,No,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque enviado por correo,19.5,19.5,0,0.65,1,No
5906-CVLHP,Si,Femenino,0,Si,Si,45,Si,No,DSL,No,Si,No,Si,No,No,Un ano,Si,Tarjeta de credito automatica,54.15,2319.8,1,1.805,4,No
5906-DVAPM,No,Femenino,0,Si,Si,55,Si,Si,DSL,Si,Si,No,Si,Si,No,Un ano,Si,Tarjeta de credito automatica,75.0,4213.9,0,2.5,7,No
5908-QMGOE,Si,Masculino,1,No,No,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,74.2,1133.9,1,2.4733333333333336,3,Si
5909-ECHUI,Si,Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,56.25,56.25,1,1.875,3,No
5913-INRQV,No,Masculino,1,Si,No,34,Si,No,Fibra optica,Si,No,No,Si,Si,No,Un ano,No,Cheque enviado por correo,90.15,3128.8,0,3.0050000000000003,5,Si
5914-DVBWJ,Si,Femenino,1,No,No,18,Si,Si,Fibra optica,No,Si,No,Si,No,No,Mes a mes,Si,Cheque electronico,85.45,1505.85,1,2.8483333333333336,5,Si
5914-GXMDA,No,Femenino,0,Si,No,32,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,19.3,593.2,0,0.6433333333333333,1,No
5914-XRFQB,No,Masculino,0,Si,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,115.8,8424.9,0,3.86,9,No
5915-ANOEI,No,Masculino,0,Si,No,70,Si,Si,DSL,Si,Si,Si,Si,Si,No,Dos anos,No,Cheque enviado por correo,79.15,5536.5,0,2.6383333333333336,8,No
5915-DGNVC,No,Femenino,0,Si,No,49,Si,Si,DSL,Si,Si,Si,No,No,Si,Un ano,No,Cheque electronico,71.8,3472.05,0,2.393333333333333,7,No
5916-QEWPT,No,Femenino,0,Si,No,2,Si,No,DSL,No,No,Si,No,Si,Si,Mes a mes,No,Tarjeta de credito automatica,69.0,147.8,0,2.3,5,No
5917-HBSDW,No,Femenino,0,Si,Si,37,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque electronico,19.35,683.75,0,0.645,1,No
5917-RYRMG,No,Masculino,1,No,No,32,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Tarjeta de credito automatica,19.8,587.7,0,0.66,1,Si
5918-VUKWP,No,Femenino,0,No,No,32,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Transferencia bancaria automatica,20.55,654.55,0,0.685,1,No
5919-TMRGD,Si,Femenino,0,No,Si,1,Si,No,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,79.35,79.35,1,2.645,3,No
5919-VCZYM,No,Masculino,0,No,No,2,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,20.05,42.7,0,0.6683333333333333,1,No
5921-NGYRH,No,Masculino,0,Si,No,64,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,73.55,4764.0,0,2.4516666666666667,3,No
5922-ABDVO,Si,Femenino,0,Si,No,19,Si,Si,Fibra optica,No,No,Si,No,No,Si,Mes a mes,No,Cheque enviado por correo,89.65,1761.05,1,2.9883333333333337,5,No
5923-GXUOC,Si,Masculino,0,No,No,10,Si,No,Fibra optica,Si,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,104.4,1081.45,1,3.48,7,No
5924-IFQTT,No,Masculino,0,Si,Si,13,Si,Si,DSL,No,Si,Si,Si,Si,No,Mes a mes,Si,Cheque electronico,72.8,930.05,0,2.4266666666666667,7,No
5924-SNGKP,No,Femenino,0,No,Si,41,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,Si,Tarjeta de credito automatica,20.25,865.0,0,0.675,1,No
5928-QLDHB,No,Masculino,0,No,No,9,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,76.25,684.85,0,2.5416666666666665,3,No
5930-GBIWP,No,Masculino,0,No,No,69,Si,Si,DSL,Si,Si,Si,Si,No,Si,Dos anos,Si,Tarjeta de credito automatica,81.5,5553.25,0,2.716666666666667,8,No
5931-FLJJF,Si,Masculino,1,Si,No,7,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,70.1,467.55,1,2.3366666666666664,2,Si
5934-RMPOV,No,Femenino,0,No,Si,22,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,84.75,1816.75,0,2.825,4,No
5934-TSSAU,No,Femenino,0,Si,Si,23,Si,No,Fibra optica,No,No,Si,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,75.3,1702.9,0,2.51,3,No
5935-FCCNB,No,Femenino,1,No,No,17,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,94.2,1608.15,0,3.14,5,Si
5937-EORGB,No,Masculino,1,Si,No,15,Si,Si,Fibra optica,Si,No,Si,No,Si,No,Mes a mes,Si,Cheque electronico,96.5,1392.25,0,3.216666666666667,6,Si
5939-SXWHM,No,Masculino,0,Si,Si,48,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,26.3,1245.05,0,0.8766666666666667,2,No
5939-XAIXZ,No,Femenino,0,No,No,19,Si,Si,DSL,No,No,Si,No,No,No,Mes a mes,Si,Cheque enviado por correo,56.1,1033.9,0,1.87,4,No
5940-AHUHD,Si,Masculino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque enviado por correo,70.6,70.6,1,2.353333333333333,2,No
5940-NFXKV,Si,Masculino,0,Si,Si,19,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,83.65,1465.75,1,2.7883333333333336,4,No
5944-UGLLK,No,Masculino,0,No,No,53,No,Sin servicio telefonico,DSL,No,No,Si,Si,Si,Si,Un ano,No,Tarjeta de credito automatica,54.9,3045.75,0,1.8299999999999998,5,No
5945-AZYHT,No,Masculino,0,Si,No,71,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Un ano,Si,Cheque electronico,109.6,7854.15,0,3.6533333333333333,8,No
5947-SGKCL,No,Femenino,0,Si,Si,15,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,105.35,1559.25,0,3.5116666666666663,7,No
5948-UJZLF,No,Masculino,0,No,No,2,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque enviado por correo,49.25,97.0,0,1.6416666666666666,3,No
5949-EBSQK,Si,Masculino,0,Si,Si,4,Si,No,DSL,No,No,No,Si,No,Si,Mes a mes,No,Tarjeta de credito automatica,61.45,229.55,1,2.0483333333333333,4,No
5949-HGVJL,No,Femenino,0,Si,No,26,Si,No,DSL,No,Si,No,Si,Si,Si,Mes a mes,Si,Cheque electronico,73.05,1959.5,0,2.435,6,No
5949-XIKAE,Si,Femenino,0,Si,Si,8,Si,No,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electronico,83.55,680.05,1,2.7849999999999997,4,No
5950-AAAGJ,No,Masculino,0,No,No,18,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Transferencia bancaria automatica,84.3,1537.9,0,2.81,4,No
5951-AOFIH,No,Masculino,0,No,No,33,Si,No,DSL,No,Si,Si,No,Si,No,Mes a mes,Si,Tarjeta de credito automatica,66.4,2245.4,0,2.2133333333333334,5,No
5954-BDFSG,No,Femenino,0,No,No,72,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,107.5,7853.7,0,3.5833333333333335,7,No
5955-EPOAZ,No,Femenino,0,No,No,6,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque enviado por correo,20.95,109.5,0,0.6983333333333334,1,No
5955-ERIHD,Si,Masculino,0,Si,No,18,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,94.7,1687.95,1,3.1566666666666667,5,No
5956-VKDTT,Si,Femenino,1,Si,No,5,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,74.35,334.8,1,2.478333333333333,3,Si
5956-YHHRX,No,Masculino,1,No,No,21,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,104.35,2271.85,0,3.478333333333333,7,Si
5959-BELXA,Si,Masculino,1,No,No,32,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Tarjeta de credito automatica,96.15,3019.25,1,3.205,5,Si
